curso,codigo,D_DENOMINA,D_ESPECIFICA,D_TIPO,D_DOMICILIO,D_LOCALIDAD,cod_municipio,D_MUNICIPIO,D_PROVINCIA,C_POSTAL,N_TELEFONO,Correo_e,N_LATITUD,N_LONGITUD,N_COUTMX,N_COUTMY,Regimen_general,Regimen_adultos,Regimen_especial,pub_adh_inf1,pub_noadh_inf1,priv_adh_inf1,priv_noadh_inf1,pub_inf2,priv_c_inf2,priv_noc_inf2,pub_pri,priv_c_pri,priv_noc_pri,pub_eso,priv_c_eso,priv_noc_eso,pub_bach_ord,priv_c_bach_ord,priv_noc_bach_ord,pub_bach_adul,pub_bach_semi_dist,pub_fpbasica,priv_c_fpbas,priv_noc_fpbas,pub_fpgm_ord,priv_c_fpgm_ord,priv_noc_fpgm_ord,pub_fpgm_adul,pub_fpgm_semi_dist,priv_noc_fpgm_semi_dist,pub_fpgs_ord,priv_c_fpgs_ord,priv_noc_fpgs_ord,pub_fpgs_adul,priv_noc_fpgs_adul,pub_fpgs_semi_dist,priv_noc_fpgs_semi_dist,pub_ce_gm,pri_noc_ce_gm,pub_ce_gs,pri_noc_ce_gs,pub_ee,priv_c_ee,priv_noc_ee,pub_ccff_gm_apd,priv_ccff_gm_apd,pub_ccff_gs_apd,priv_ccff_gs_apd,pub_ESD,priv_ESD,priv_Master_EA,pub_Dra,priv_Dra,pub_Ens_Mus,priv_Ens_Mus,pub_Ens_Dan,priv_Ens_Dan,pub_Ens_no_reg_mus,priv_Ens_no_reg_mus,pub_Ens_no_reg_dan,priv_Ens_no_reg_dan,pub_idi,pub_idi_libre,pub_Ens_no_reg_idi,pub_Dep_gm,priv_Dep_gm,pub_Dep_gs,priv_Dep_gs,pub_Adul_formal,pub_planes
22,21003712,Instituto de Educación Secundaria,Fuentepiña,Público,"C/ Camino del Saladillo, s/n",Huelva,21041,Huelva,Huelva,21007,959524521,21003712.edu@juntadeandalucia.es,"37,2677689860161","-6,932190656661987","151286,2523","4131829,969",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,S,S,N,S,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,21003736,Instituto de Educación Secundaria,del Andévalo,Público,"Avda. Francisco Pompey, s/n",Puebla de Guzmán,21058,Puebla de Guzmán,Huelva,21550,671568569,21003736.edu@juntadeandalucia.es,"37,61251465427515","-7,255289554595947","124350,9738","4171346,678",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21003980,Instituto de Educación Secundaria,José Caballero,Público,"C/ Tráfico Pesado, s/n. Apdo. 1200",Huelva,21041,Huelva,Huelva,21004,959524155,21003980.edu@juntadeandalucia.es,"37,26180911409527","-6,924283504486084","151960,2865","4131139,204",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21004145,Escuela de Arte,León Ortega,Público,"Avda. Escultora Miss Whitney,  56",Huelva,21041,Huelva,Huelva,21003,959524207,21004145.edu@juntadeandalucia.es; escueladeartedehuelva@gmail.com,"37,25285561209532","-6,937721371650696","150726,5771","4130194,895",S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21004169,Instituto de Educación Secundaria,Juan Ramón Jiménez,Público,"Avda. V Centenario, s/n",Moguer,21050,Moguer,Huelva,21800,959524196,21004169.edu@juntadeandalucia.es,"37,276818892314395","-6,830620765686035","160338,0377","4132464,336",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700010,Instituto de Educación Secundaria,San Sebastián,Público,"Avda. de Andalucía, s/n",Huelva,21041,Huelva,Huelva,21004,959524177,21700010.edu@juntadeandalucia.es,"37,262167744366906","-6,942329406738281","150360,803","4131245,671",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,S,N,N,N,S,N,N,S,N,N,S,N,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,21700034,Instituto de Educación Secundaria,Odiel,Público,Avda. de la Real Escuela Andaluza de Arte Ecuestre,Gibraleón,21035,Gibraleón,Huelva,21500,959524627,21700034.edu@juntadeandalucia.es,"37,372537115999535","-6,962323933839798","149101,2477","4143571,987",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700046,Instituto Provincial de Educación Permanente,Huelva,Público,"Ctra. de Circunvalación, s/n",Huelva,21041,Huelva,Huelva,21005,959524322,21700046.edu@juntadeandalucia.es,"37,28197514482159","-6,939132213592529","150736,1708","4133432,633",S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,21700058,Instituto de Educación Secundaria,Pablo Neruda,Público,"C/ Doctor Rubio, 1",Huelva,21041,Huelva,Huelva,21002,959524246,21700058.edu@juntadeandalucia.es,"37,26052827775616","-6,9555580615997314","149179,4546","4131112,733",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700061,Instituto de Educación Secundaria,Catedrático Pulido Rubio,Público,"C/ Consejero Montaner, s/n",Bonares,21014,Bonares,Huelva,21830,959524550,21700061.edu@juntadeandalucia.es,"37,326438501","-6,68317868","173631,5465","4137451,97",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700204,Instituto de Educación Secundaria,Campo de Tejada,Público,"Avda. Diego Sosa López, 6",Paterna del Campo,21056,Paterna del Campo,Huelva,21880,959524103,21700204.edu@juntadeandalucia.es,"37,4164754533736","-6,4026843955197625","198855,0681","4146511,94",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700290,Instituto de Educación Secundaria,Cuenca Minera,Público,"Avda. Juan Ramón Jiménez, s/n",Minas de Riotinto,21049,Minas de Riotinto,Huelva,21660,671538687,21700290.edu@juntadeandalucia.es,"37,694522158","-6,598296225","182720,1694","4178018,894",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700307,Instituto de Educación Secundaria,Saltés,Público,"C/ Pintor José Caballero, s/n",Punta Umbría,21060,Punta Umbría,Huelva,21100,600141287,21700307.edu@juntadeandalucia.es,"37,185672754","-6,964500008","148037,6749","4122836,339",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700319,Instituto de Educación Secundaria,Puerta de Andalucía,Público,"Avda. de Extremadura, s/n",Santa Olalla del Cala,21069,Santa Olalla del Cala,Huelva,21260,959199900,21700319.edu@juntadeandalucia.es,"37,90800992672554","-6,229451894760132","216071,765","4200527,795",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700356,Instituto de Educación Secundaria,Estuaria,Público,"C/ Cortegana, 33",Huelva,21041,Huelva,Huelva,21006,959524146,21700356.edu@juntadeandalucia.es,"37,262675800995154","-6,935248374938965","150991,4233","4131275,878",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700368,Instituto de Educación Secundaria,Francisco Garfias,Público,"C/ Angustias, s/n. Paraje de los Aguardientes",Moguer,21050,Moguer,Huelva,21800,959524957,21700368.edu@juntadeandalucia.es,"37,27056945060769","-6,840705871582031","159415,2252","4131806,943",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700371,Instituto de Educación Secundaria,Diego Rodríguez Estrada,Público,Avda. Andalucía,San Juan del Puerto,21064,San Juan del Puerto,Huelva,21610,959524545,21700371.edu@juntadeandalucia.es,"37,31609653039006","-6,844557523727417","159279,3081","4136874,603",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700381,Instituto de Educación Secundaria,San Blas,Público,"Plaza Doña Elvira Embid, s/n",Aracena,21007,Aracena,Huelva,21200,959126235,21700381.edu@juntadeandalucia.es,"37,894040859","-6,56524551","186481,0165","4200054,303",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,S,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,21700393,Instituto de Educación Secundaria,Clara Campoamor,Público,"Avda. Pío XII, s/n",Huelva,21041,Huelva,Huelva,21006,959524172,21700393.edu@juntadeandalucia.es,"37,25987931236386","-6,941020488739014","150466,3419","4130986,79",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700401,Instituto de Educación Secundaria,Dolmen de Soto,Público,"C/ Sevilla, 4",Trigueros,21070,Trigueros,Huelva,21620,959524982,21700401.edu@juntadeandalucia.es,"37,382720948","-6,82999125","160871,1195","4144217,781",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700411,Instituto de Educación Secundaria,José Antonio Fernández Muriel,Público,Ctra. de Circunvalación Huelva-Ayamonte,Lepe,21044,Lepe,Huelva,21440,959489936,21700411.edu@juntadeandalucia.es,"37,252230011","-7,197319341","127686,5866","4131117,104",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,S,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700423,Instituto de Educación Secundaria,San Antonio,Público,"C/ El Pendique, s/n",Bollullos Par del Condado,21013,Bollullos Par del Condado,Huelva,21710,959439941,21700423.edu@juntadeandalucia.es,"37,33172677045383","-6,538753509521484","186455,5758","4137549,069",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700435,Instituto de Educación Secundaria,Mapi Valle,Público,"C/ Miguel Ángel, s/n",Cartaya,21021,Cartaya,Huelva,21450,959489555,21700435.edu@juntadeandalucia.es,"37,280575137684615","-7,149138450622559","132100,6073","4134075,02",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700447,Instituto de Educación Secundaria,José M. Morón y Barrientos,Público,"Plaza Ntra. Sra. de la Esperanza, 1",Cumbres Mayores,21029,Cumbres Mayores,Huelva,21380,959129500,21700447.edu@juntadeandalucia.es,"38,0602902495065","-6,643166542053223","180349,6345","4218774,251",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700459,Instituto de Educación Secundaria,Alfonso Romero Barcojo,Público,"C/ Venida de la Virgen, s/n",Niebla,21053,Niebla,Huelva,21840,959524634,21700459.edu@juntadeandalucia.es,"37,368901515","-6,680707633","174034,5318","4142156,845",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700460,Instituto de Educación Secundaria,La Palma,Público,"Paseo de los Estudiantes, s/n",La Palma del Condado,21054,La Palma del Condado,Huelva,21700,600141644,21700460.edu@juntadeandalucia.es,"37,38159039905159","-6,551799774169922","185507,696","4143127,207",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,S,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,21700496,Instituto de Educación Secundaria,González de Aguilar,Público,"C/ Los Álamos, s/n",Ayamonte,21010,Ayamonte,Huelva,21400,959349910,21700496.edu@juntadeandalucia.es,"37,217274502","-7,39747637","109742,382","4128044,17",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700502,Instituto de Educación Secundaria,Guadiana,Público,"C/ Doctor Severo Ochoa, s/n",Ayamonte,21010,Ayamonte,Huelva,21400,959349932,21700502.edu@juntadeandalucia.es,"37,21611248733611","-7,395257949829102","109933,3639","4127905,997",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,21700514,Instituto de Educación Secundaria,Puerta del Andévalo,Público,"Avda. del Parque, s/n",San Bartolomé de la Torre,21063,San Bartolomé de la Torre,Huelva,21510,959489502,21700514.edu@juntadeandalucia.es,"37,44005923817982","-7,104731798171997","136810,9483","4151608,067",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700526,Instituto de Educación Secundaria,Fuente Juncal,Público,"C/ Clavel, s/n",Aljaraque,21002,Aljaraque,Huelva,21110,959524912,21700526.edu@juntadeandalucia.es,"37,263506911","-7,026184463","142926,9091","4131708,1",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700538,Instituto de Educación Secundaria,Turóbriga,Público,"C/ Miguel Henández, s/n",Aroche,21008,Aroche,Huelva,21240,671536624,21700538.edu@juntadeandalucia.es,"37,94582196933006","-6,947414875030518","153105,253","4207158,541",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700541,Instituto de Educación Secundaria,La Campiña,Público,"C/ C/ Maestro D.Antonio Pérez Ruiz,s/n",Beas,21011,Beas,Huelva,21630,959524964,21700541.edu@juntadeandalucía.es,"37,429931772","-6,791812745","164463,9633","4149321,648",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700551,Instituto de Educación Secundaria,Juan Antonio Pérez Mercader,Público,"Blvar. del Ferrocarril, 2",Corrales,21002,Aljaraque,Huelva,21120,671536007,21700551.edu@juntadeandalucia.es; iescorrales@hotmail.com,"37,27719452528672","-6,9902873039245605","146176,1214","4133092,437",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700563,Instituto de Educación Secundaria,El Valle,Público,"C/ Reyes Católicos, 28",Hinojos,21040,Hinojos,Huelva,21740,959439510,21700563.edu@juntadeandalucia.es,"37,292352356","-6,381908738","200200,3599","4132669,115",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700575,Instituto de Educación Secundaria,Galeón,Público,"Avda. de España, s/n",Isla Cristina,21042,Isla Cristina,Huelva,21410,959349596,21700575.edu@juntadeandalucia.es,"37,197894449520284","-7,313032150268555","117142,1805","4125547,16",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700587,Instituto de Educación Secundaria,San Miguel,Público,"C/ Libertad, 2",Jabugo,21043,Jabugo,Huelva,21290,959121125,21700587.edu@juntadeandalucia.es,"37,916959705","-6,728649177","172208,6562","4203161,21",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700599,Instituto de Educación Secundaria,Virgen del Socorro,Público,"C/ Hermanos Pinzón, s/n",Rociana del Condado,21061,Rociana del Condado,Huelva,21720,959439963,21700599.edu@juntadeandalucia.es,"37,313686010290354","-6,597483158111572","181173,8096","4135743,43",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700605,Instituto de Educación Secundaria,Alcor,Público,"C/ Rábida, 1",Villalba del Alcor,21074,Villalba del Alcor,Huelva,21860,959439944,21700605.edu@juntadeandalucia.es,"37,39525510959719","-6,480002403259277","191923,0549","4144406,697",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700617,Instituto de Educación Secundaria,Tres Molinos,Público,"C/ Agua de Verano, 4",Villanueva de los Castillejos,21076,Villanueva de los Castillejos,Huelva,21540,959489522,21700617.edu@juntadeandalucia.es,"37,50153814947839","-7,26844847202301","122628,23","4159078,557",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700629,Instituto de Educación Secundaria,Nuevo Milenio,Público,"C/ El Seto, s/n",Zalamea la Real,21078,Zalamea la Real,Huelva,21640,959559605,21700629.edu@juntadeandalucia.es,"37,680933412124745","-6,662092208862305","177034,0065","4176728,786",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700630,Instituto de Educación Secundaria,La Arboleda,Público,"Avda. de la Arboleda, s/n",Lepe,21044,Lepe,Huelva,21440,959489904,21700630.edu@juntadeandalucia.es,"37,25885461878108","-7,2099387645721435","126599,4429","4131902,385",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,S,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,21700642,Instituto de Educación Secundaria,La Ribera,Público,"Avda. Che Guevara, s/n",Almonte,21005,Almonte,Huelva,21730,959439970,21700642.edu@juntadeandalucia.es,"37,26723961819937","-6,522166728973389","187658,732","4130336,315",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,21700654,Instituto de Educación Secundaria,Doñana,Público,"Avda. de la Juventud, s/n",Almonte,21005,Almonte,Huelva,21730,959439951,21700654.edu@juntadeandalucia.es,"37,267359153192956","-6,520557403564453","187801,9875","4130344,263",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,S,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
22,23000106,Instituto de Educación Secundaria,Alfonso XI,Público,"C/ Maestro Pascual Baca, 2",Alcalá la Real,23002,Alcalá la Real,Jaén,23680,953599534,23000106.edu@juntadeandalucia.es,"37,45798871329566","-3,9203059673309326","418607,6149","4146078,088",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,23000131,Instituto de Educación Secundaria,Sierra Morena,Público,"C/ Blas Infante, s/n",Andújar,23005,Andújar,Jaén,23740,953539567,23000131.edu@juntadeandalucia.es,"38,038473706","-4,047044317","408119,1107","4210601,116",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,23000143,Instituto de Educación Secundaria,Hermanos Medina Rivilla,Público,"C/ Historiador Rus de la Puerta, s/n",Bailén,23010,Bailén,Jaén,23710,953609507,23000143.edu@juntadeandalucia.es,"38,09358264979881","-3,769909143447876","432489,5338","4216478,14",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,23000180,Instituto de Educación Secundaria,Torre Olvidada,Público,C/ Almería,Torredelcampo,23086,Torredelcampo,Jaén,23640,953366947,23000180.edu@juntadeandalucia.es,"37,77329893","-3,903569902","420424,555","4181046,915",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,23000210,Instituto de Educación Secundaria,Puerta de la Sierra,Público,"C/ Maestra Encarnación Cañada Funes, s/n",La Puerta de Segura,23072,La Puerta de Segura,Jaén,23360,953487191,23000210.edu@juntadeandalucia.es,"38,361733965","-2,744987576","522279,0016","4245982,165",S,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22,23000246,Instituto de Educación Secundaria,Salvador Serrano,Público,"Parque Parque de la Fuensanta, 2",Alcaudete,23003,Alcaudete,Jaén,23660,953366963,23000246.edu@juntadeandalucia.es,"37,588054818","-4,077839231","404840,2471","4160656,457",S,S,N,N,N,N,N,N,N,N,N,N,N,S,N,N,S,N,N,N,N,S,N,N,S,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N
